date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:54:18	246/246	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jan%202018%2013:23:48%20GMT	http://www.lab.westilian.com/robots.txt		(from )
18:54:20	95639/95639	U-----	200	untouched ('OK')	text/html	etag:%2217597-521515ce2fa80%22	http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/index.html	/var/www/html/Prasanth/payroll/www.lab.westilian.com/westilo-admin/full-width-fluid-layout/index.html	(from )
18:54:20	386/386	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jan%202018%2013:23:51%20GMT	http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/images/avatar/Kevinthompson.jpg	/var/www/html/Prasanth/payroll/www.lab.westilian.com/westilo-admin/full-width-fluid-layout/images/avatar/Kevinthompson.jpg	(from http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/index.html)
18:54:20	47573/47573	U-----	200	untouched ('OK')	text/html	etag:%22b9d5-52053313cdd00%22	http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/material-style-leftbar.html	/var/www/html/Prasanth/payroll/www.lab.westilian.com/westilo-admin/full-width-fluid-layout/material-style-leftbar.html	(from http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/index.html)
18:54:21	47656/47656	U-----	200	untouched ('OK')	text/html	etag:%22ba28-520531cf8e000%22	http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/boxed-layout.html	/var/www/html/Prasanth/payroll/www.lab.westilian.com/westilo-admin/full-width-fluid-layout/boxed-layout.html	(from http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/index.html)
18:54:21	45116/45116	U-----	200	untouched ('OK')	text/html	etag:%22b03c-52053339f3700%22	http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/tile-leftbar.html	/var/www/html/Prasanth/payroll/www.lab.westilian.com/westilo-admin/full-width-fluid-layout/tile-leftbar.html	(from http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/index.html)
18:54:21	48170/48170	U-----	200	untouched ('OK')	text/html	etag:%22bc2a-5205328e4a200%22	http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/iconic-view.html	/var/www/html/Prasanth/payroll/www.lab.westilian.com/westilo-admin/full-width-fluid-layout/iconic-view.html	(from http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/index.html)
18:54:27	49357/49357	U-----	200	untouched ('OK')	text/html	etag:%22c0cd-5205334b1df80%22	http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/with-language-bar.html	/var/www/html/Prasanth/payroll/www.lab.westilian.com/westilo-admin/full-width-fluid-layout/with-language-bar.html	(from http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/index.html)
18:54:28	52264/52264	U-----	200	untouched ('OK')	text/html	etag:%22cc28-5205333dc4000%22	http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/top-user-thumb.html	/var/www/html/Prasanth/payroll/www.lab.westilian.com/westilo-admin/full-width-fluid-layout/top-user-thumb.html	(from http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/index.html)
18:54:28	60196/60196	U-----	200	untouched ('OK')	text/html	etag:%22eb24-5205333252500%22	http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/tabby-leftbar.html	/var/www/html/Prasanth/payroll/www.lab.westilian.com/westilo-admin/full-width-fluid-layout/tabby-leftbar.html	(from http://www.lab.westilian.com/westilo-admin/full-width-fluid-layout/index.html)
